"","Row.names","Governorate","District","Place","Longitude","Latitude","total","Master.Families","IDPs.in.Camps.or.transit.camps","School.Building","Mosques.Holly.Shrines","Abandoned.public.buildings.under.construction","Collective.centres","Informal.settlements","Military.Camps","Unknown.or.other","ID","bio5_17","bio6_17","bio10_17","bio11_17","bio12_17","bio13_17","bio14_17","bio15_17","bio16_17","bio17_17","bio18_17","bio19_17","maxtemp","mintemp","meanwarm","meancold"
"898","1806","Ninewa","Tilkaif","Diwasa",42.84,36.5,198,33,0,0,0,0,0,108,0,0,1806,42.2,2.6,31.6,8.5,574,116,0,91,308,0,0,281,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"899","1807","Ninewa","Mosul","Al Fadhliyah",43.267084,36.51058,300,50,0,0,0,0,0,0,0,0,1807,42,1.5,31.1,7.8,608,117,0,89,328,0,0,301,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"900","1808","Ninewa","Tilkaif","Tall Mashraf",42.827224,36.512565,102,17,0,0,0,0,0,42,0,0,1808,42.1,2.5,31.5,8.4,594,120,0,90,319,0,0,291,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"901","1809","Erbil","Shaqlawa","Basirma Collective",44.0397,36.521,2160,360,0,0,0,0,0,0,0,0,1809,40.6,1,31,6.9,774,163,0,95,450,0,0,417,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"902","181","Thi-Qar","Nassriya","Share' Eshreen",46.257305,31.051035,90,15,0,0,0,0,0,0,0,0,181,43.4,5.9,33.7,12.7,101,22,0,84,55,0,0,55,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"903","1810","Ninewa","Tilkaif","Batnay",43.12,36.53,0,0,0,0,0,0,0,0,0,0,1810,42.2,1.8,31.1,8,610,121,0,90,327,0,0,297,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"904","1811","Ninewa","Tilkaif","Barima",43.21,36.53,0,0,0,0,0,0,0,0,0,0,1811,42.2,1.9,31.2,8.1,600,117,0,88,322,0,0,294,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"905","1812","Ninewa","Telafar","Tal Khidr",42.65,36.54,132,22,0,0,0,0,0,0,0,0,1812,41.7,2.8,31.5,8.4,545,106,0,90,291,0,0,272,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"906","1813","Erbil","Shaqlawa","Batas",44.33,36.55,1620,270,0,0,0,0,0,0,0,0,1813,40.1,0.9,30.8,6.7,784,169,0,94,456,0,0,424,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"907","1814","Erbil","Shaqlawa","Harir",44.35,36.55,2520,420,0,0,0,0,0,0,0,0,1814,39.6,0.5,30.4,6.2,811,176,0,95,472,0,0,436,"35 to 40°C","0 to 5°C","30 to 35°C","5 to 10°C"
"908","1815","Ninewa","Al-Shikhan","Kalakchi",43.52,36.58,5100,850,0,900,822,402,0,0,0,0,1815,42,1.9,31.4,8.1,656,126,0,90,362,0,0,337,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"909","1816","Ninewa","Tilkaif","Tal Usquf",43.1,36.59,0,0,0,0,0,0,0,0,0,0,1816,41.9,1.8,31,7.9,657,129,0,90,354,0,0,324,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"910","1817","Ninewa","Tilkaif","Kalata Farhan village",43.209265,36.596911,450,75,0,0,90,360,0,0,0,0,1817,41.9,1.7,31,7.8,656,126,0,90,354,0,0,326,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"911","1818","Ninewa","Akre","Raparin",43.3512,36.6006,0,0,0,0,0,0,0,0,0,0,1818,41.8,1.6,31,7.7,670,128,0,90,366,0,0,339,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"912","1819","Ninewa","Akre","Botinawa",43.345,36.601,0,0,0,0,0,0,0,0,0,0,1819,41.7,1.5,31,7.6,673,129,0,89,368,0,0,341,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"913","182","Thi-Qar","Nassriya","Al-Salhiya",46.265813,31.052612,192,32,0,0,0,0,0,0,0,0,182,43.4,5.9,33.7,12.7,101,22,0,84,55,0,0,55,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"914","1820","Erbil","Soran","Khalifan",44.4,36.61,4800,800,0,0,0,0,0,0,0,0,1820,39.1,0,29.9,5.6,818,174,0,93,471,0,0,432,"35 to 40°C","0 to 5°C","25 to 30°C","5 to 10°C"
"915","1821","Erbil","Soran","Rawanduz",44.52505,36.61182,4200,700,0,0,0,0,0,0,0,0,1821,39.1,0,29.9,5.7,794,169,0,93,457,0,0,424,"35 to 40°C","0 to 5°C","25 to 30°C","5 to 10°C"
"916","1822","Ninewa","Al-Shikhan","Chira",43.52431,36.63643,0,0,0,0,0,0,0,0,0,0,1822,41.8,1.7,31.3,7.9,689,134,0,91,382,0,0,356,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"917","1823","Ninewa","Al-Shikhan","Mahd",43.4,36.64,1800,300,0,600,150,450,0,0,0,0,1823,41.6,1.5,31,7.6,695,135,0,91,383,0,0,355,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"918","1824","Erbil","Soran","Soran",44.53,36.65,5700,950,0,0,0,0,0,0,0,0,1824,39.2,0.3,30,6,777,165,0,94,446,0,0,415,"35 to 40°C","0 to 5°C","30 to 35°C","5 to 10°C"
"919","1825","Erbil","Soran","Diana",44.537,36.654,1080,180,120,60,900,0,0,0,0,0,1825,39.2,0.3,30,5.9,773,164,0,93,443,1,1,412,"35 to 40°C","0 to 5°C","30 to 35°C","5 to 10°C"
"920","1826","Ninewa","Telafar","'waynat village",42.395927,36.678335,1800,300,0,600,300,300,0,0,0,0,1826,41,3,31.6,8.3,430,87,0,90,223,0,0,223,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"921","1827","Ninewa","Al-Shikhan","Ronahi",43.34615,36.68544,0,0,0,0,0,0,0,0,0,0,1827,41.1,1.2,30.6,7.2,733,144,0,90,403,0,0,375,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"922","1828","Ninewa","Al-Shikhan","Kani Rashuk",43.3454,36.6873,0,0,0,0,0,0,0,0,0,0,1828,41.1,1.2,30.6,7.2,733,144,0,90,403,0,0,375,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"923","1829","Ninewa","Tilkaif","Shaykhaka",43.16514,36.689131,180,30,0,0,0,180,0,0,0,0,1829,41.3,1.4,30.7,7.4,728,141,0,90,396,0,0,368,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"924","183","Thi-Qar","Nassriya","Al-bashai'er",46.238889,31.052778,60,10,0,0,0,0,0,0,0,0,183,43.4,5.9,33.7,12.7,101,22,0,84,55,0,0,55,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"925","1830","Ninewa","Tilkaif","Beban",43.15,36.69,780,130,0,0,0,600,0,180,0,0,1830,41.3,1.4,30.7,7.4,730,141,0,91,397,0,0,368,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"926","1831","Ninewa","Al-Shikhan","Qasrok",43.6,36.69,1602,267,0,1020,0,0,0,0,0,0,1831,41.5,1.6,31.2,7.7,729,145,0,92,407,0,0,381,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"927","1832","Ninewa","Al-Shikhan","Garmawa Camp",43.1425,36.6911,3288,548,3288,0,0,0,0,0,0,0,1832,41.3,1.4,30.7,7.4,730,141,0,91,397,0,0,368,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"928","1833","Ninewa","Akre","Bjil",44.01,36.72,1380,230,0,900,150,150,0,0,0,0,1833,40.3,0.9,30.8,6.7,823,173,0,94,477,0,0,440,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"929","1834","Ninewa","Tilkaif","Bahindawa",43.03,36.73,0,0,0,0,0,0,0,0,0,0,1834,41.2,1.5,30.8,7.4,773,149,0,90,419,0,0,389,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"930","1835","Ninewa","Tilkaif","Alqosh",43.09,36.73,240,40,0,0,240,0,0,0,0,0,1835,40.9,1.3,30.5,7.1,759,147,0,90,412,0,0,384,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"931","1836","Ninewa","Tilkaif","Bozan",43.13,36.73,600,100,0,0,0,600,0,0,0,0,1836,40.8,1.1,30.5,6.9,755,147,0,91,410,0,0,383,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"932","1837","Ninewa","Telafar","Zummar",42.63,36.76,0,0,0,0,0,0,0,0,0,0,1837,41.3,2.6,31.3,8.1,696,128,0,89,369,0,0,354,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"933","1838","Dahuk","Sumel","Khanke Camp",42.76,36.76,3900,650,3900,0,0,0,0,0,0,0,1838,41.3,2.3,31.1,7.9,860,167,0,92,466,0,0,434,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"934","1839","Ninewa","Al-Shikhan","Galye Lalish",43.3,36.77,2880,480,450,0,1200,600,0,480,0,0,1839,37.9,-1.2,28.5,4.5,813,165,0,90,436,0,0,413,"35 to 40°C","-5 to 0°C","25 to 30°C","0 to 5°C"
"935","184","Thi-Qar","Nassriya","Hay Al Fida'a",46.278008,31.057542,66,11,0,0,0,0,0,0,0,0,184,43.4,5.9,33.7,12.7,101,22,0,84,55,0,0,55,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"936","1840","Dahuk","Sumel","Domiz Camp",42.900624,36.788012,5100,850,0,2400,888,0,0,0,0,0,1840,41,1.7,30.8,7.4,829,161,0,90,449,0,0,420,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"937","1841","Ninewa","Telafar","Rabea' Area",42.093737,36.806651,618,103,0,0,0,0,0,0,0,0,1841,40.5,3.3,31.5,8.1,446,85,0,86,226,0,0,226,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"938","1842","Dahuk","Dahuk","Dabin",43.124353,36.806986,1074,179,0,0,0,0,0,0,0,0,1842,39.3,0,29.4,5.7,746,146,0,89,401,0,0,384,"35 to 40°C","0 to 5°C","25 to 30°C","5 to 10°C"
"939","1843","Dahuk","Sumel","Tanahi",42.922546,36.808474,4470,745,0,2700,0,600,0,630,0,0,1843,40.9,1.6,30.6,7.3,823,159,0,90,444,0,0,418,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"940","1844","Ninewa","Al-Shikhan","Atrush",43.32,36.83,2724,454,0,600,300,924,0,900,0,0,1844,40,0.4,29.9,6.2,809,164,0,91,445,0,0,419,"40 to 45°C","0 to 5°C","25 to 30°C","5 to 10°C"
"941","1845","Dahuk","Dahuk","Avro City",42.988888,36.834101,1206,201,0,0,0,0,0,0,0,0,1845,39.7,0.6,29.8,6.2,751,143,0,89,400,0,0,385,"35 to 40°C","0 to 5°C","25 to 30°C","5 to 10°C"
"942","1846","Dahuk","Dahuk","Sarheldan",43.044187,36.838541,1200,200,0,600,300,0,0,0,0,0,1846,39.9,0.7,30,6.3,767,148,0,90,411,0,0,393,"35 to 40°C","0 to 5°C","30 to 35°C","5 to 10°C"
"943","1847","Dahuk","Dahuk","Shindukha",42.96,36.84,1320,220,0,690,90,0,0,0,0,0,1847,39.4,0.4,29.7,6,740,140,0,89,392,0,0,379,"35 to 40°C","0 to 5°C","25 to 30°C","5 to 10°C"
"944","1848","Dahuk","Dahuk","Gali Dohuk",43.125261,36.840283,3744,624,0,1872,600,300,0,0,0,0,1848,38.4,-0.5,28.8,5,745,145,0,88,394,0,0,380,"35 to 40°C","-5 to 0°C","25 to 30°C","5 to 10°C"
"945","1849","Dahuk","Dahuk","Raza",43.152941,36.840855,1800,300,0,930,0,300,0,0,0,0,1849,37.9,-0.9,28.5,4.6,763,149,0,88,401,0,0,386,"35 to 40°C","-5 to 0°C","25 to 30°C","0 to 5°C"
"946","185","Thi-Qar","Nassriya","Al-hay al-'askary",46.26799,31.05923,186,31,0,0,0,0,0,0,0,0,185,43.4,5.9,33.7,12.7,101,22,0,84,55,0,0,55,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"947","1850","Dahuk","Dahuk","Zozan",43.020061,36.845045,780,130,0,360,0,0,0,0,0,0,1850,40,0.9,30,6.5,778,150,0,90,417,0,0,398,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"948","1851","Dahuk","Dahuk","Nazarke",43.047386,36.847433,2160,360,0,960,300,600,0,0,0,0,1851,40,0.7,30,6.4,778,151,0,90,418,0,0,399,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"949","1852","Dahuk","Sumel","Semel",42.84,36.85,66,11,0,0,0,0,0,0,0,0,1852,40.9,1.8,30.8,7.4,845,162,0,90,455,0,0,430,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"950","1853","Dahuk","Dahuk","Baroshke",43.04,36.85,240,40,0,0,0,0,0,0,0,0,1853,40.1,0.8,30.1,6.4,782,151,0,89,420,0,0,400,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"951","1854","Dahuk","Dahuk","Dabin 2",43.048212,36.851021,1500,250,0,0,0,0,0,0,0,0,1854,39.7,0.5,29.8,6.2,764,147,0,89,409,0,0,392,"35 to 40°C","0 to 5°C","25 to 30°C","5 to 10°C"
"952","1855","Dahuk","Dahuk","Malta",42.936945,36.855525,1920,320,0,1020,120,0,0,0,0,0,1855,40.6,1.3,30.4,7,818,157,0,89,439,0,0,417,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"953","1856","Dahuk","Dahuk","Shili",42.99777778,36.85833333,2094,349,0,1320,180,0,0,0,0,0,1856,40.3,1.1,30.2,6.8,799,154,0,90,429,0,0,408,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"954","1857","Dahuk","Dahuk","Naor",43.039551,36.859038,750,125,0,450,0,150,0,0,0,0,1857,38.6,-0.2,29,5.2,705,134,0,88,371,0,0,362,"35 to 40°C","-5 to 0°C","25 to 30°C","5 to 10°C"
"955","1858","Dahuk","Sumel","Faida/Gulan",42.811408,36.862567,4020,670,0,1320,900,420,180,0,0,0,1858,40.8,1.9,30.8,7.4,837,158,0,90,448,0,0,426,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"956","1859","Dahuk","Dahuk","Zirka",42.967873,36.863678,1050,175,0,312,0,270,0,0,0,0,1859,40.4,1.2,30.3,6.8,804,154,0,89,431,0,0,410,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"957","186","Thi-Qar","Nassriya","Aredo",46.25767,31.0767,192,32,0,0,0,0,0,0,0,0,186,43.4,5.9,33.7,12.7,102,23,0,86,56,0,0,56,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"958","1860","Dahuk","Sumel","Faida/Rezan",42.802017,36.864499,4080,680,0,690,960,600,660,0,0,0,1860,40.8,1.9,30.8,7.4,836,158,0,90,448,0,0,426,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"959","1861","Dahuk","Dahuk","Qassara",42.993019,36.865999,2400,400,0,1440,300,300,0,0,0,0,1861,40.3,1.1,30.2,6.8,801,154,0,90,430,0,0,409,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"960","1862","Dahuk","Dahuk","Diyari",42.972413,36.867469,1980,330,0,1260,0,276,0,0,0,0,1862,40.2,1.1,30.1,6.7,796,152,0,89,425,0,0,406,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"961","1863","Dahuk","Dahuk","Kari Basi",42.99138889,36.8675,156,26,0,0,0,0,0,0,0,0,1863,40.2,1.1,30.2,6.7,798,153,0,89,428,0,0,408,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"962","1864","Dahuk","Dahuk","Khabat Kojar",42.975243,36.868557,1620,270,0,1110,0,0,0,0,0,0,1864,40.1,1,30.1,6.7,795,152,0,89,425,0,0,406,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"963","1865","Dahuk","Dahuk","Zeri Land",42.961427,36.868679,1320,220,0,0,0,0,0,0,0,0,1865,40.2,1.1,30.2,6.7,798,152,0,89,426,0,0,407,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"964","1866","Dahuk","Dahuk","Al Jam'yah",42.98027778,36.87055556,1536,256,0,600,300,0,0,0,0,0,1866,40.1,1,30.1,6.7,795,152,0,89,425,0,0,406,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"965","1867","Dahuk","Dahuk","Masik - 2",42.966672,36.871684,3630,605,0,2400,420,0,0,0,0,0,1867,40.2,1.1,30.1,6.7,796,152,0,89,425,0,0,406,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"966","1868","Dahuk","Dahuk","Masik - 1",42.965038,36.872298,3690,615,0,2868,210,0,0,0,0,0,1868,40.2,1.1,30.2,6.7,798,152,0,89,426,0,0,407,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"967","1869","Dahuk","Dahuk","KRO",42.951205,36.893462,2682,447,0,1500,300,0,0,0,0,0,1869,39,0.1,29.4,5.7,728,136,0,88,381,0,0,372,"35 to 40°C","0 to 5°C","25 to 30°C","5 to 10°C"
"968","187","Thi-Qar","Nassriya","Sadir City",46.24575,31.08251,336,56,0,0,48,0,0,0,0,0,187,43.4,5.9,33.7,12.7,103,23,0,86,56,0,0,56,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"969","1870","Dahuk","Sumel","Seje",42.88,36.91,1800,300,0,840,300,0,0,0,0,0,1870,39.9,1,30.1,6.5,789,147,0,89,417,0,0,403,"35 to 40°C","0 to 5°C","30 to 35°C","5 to 10°C"
"970","1871","Dahuk","Dahuk","Al Sina'ah",43.206801,36.911741,1074,179,0,600,360,0,0,0,0,0,1871,38.6,-0.4,29,5.1,795,158,0,89,425,0,0,408,"35 to 40°C","-5 to 0°C","25 to 30°C","5 to 10°C"
"971","1872","Dahuk","Amedi","Ashawa",43.28,37.02,1320,220,0,240,300,420,0,0,0,0,1872,36.9,-1.8,27.7,3.6,851,166,0,87,438,0,0,417,"35 to 40°C","-5 to 0°C","25 to 30°C","0 to 5°C"
"972","1873","Dahuk","Dahuk","Hetit",43.4347,37.0212,984,164,0,384,0,600,0,0,0,0,1873,35.7,-2.9,26.8,2.5,866,164,0,83,440,0,0,399,"35 to 40°C","-5 to 0°C","25 to 30°C","0 to 5°C"
"973","1874","Dahuk","Amedi","Sarsink",43.34,37.03,0,0,0,0,0,0,0,0,0,0,1874,36.1,-2.5,27.1,2.9,858,164,0,84,433,0,0,405,"35 to 40°C","-5 to 0°C","25 to 30°C","0 to 5°C"
"974","1875","Dahuk","Amedi","Sheladize Collective",43.79,37.03,0,0,0,0,0,0,0,0,0,0,1875,39.5,0.1,29.9,5.9,854,176,0,91,477,0,0,443,"35 to 40°C","0 to 5°C","25 to 30°C","5 to 10°C"
"975","1876","Dahuk","Amedi","Sarhaldan",43.3409,37.0461,1356,226,0,660,120,0,0,0,0,0,1876,37.4,-1.4,28.1,4.1,874,175,0,88,458,0,0,435,"35 to 40°C","-5 to 0°C","25 to 30°C","0 to 5°C"
"976","1877","Dahuk","Amedi","Deraluk",43.64,37.05,2004,334,0,840,666,0,0,0,0,0,1877,39.1,-0.1,29.5,5.5,878,181,0,90,485,0,0,452,"35 to 40°C","-5 to 0°C","25 to 30°C","5 to 10°C"
"977","1878","Dahuk","Amedi","Kaniya Mala",43.2843,37.0525,1548,258,0,270,270,222,0,0,0,0,1878,38.1,-0.7,28.7,4.7,849,169,0,88,449,0,0,430,"35 to 40°C","-5 to 0°C","25 to 30°C","0 to 5°C"
"978","1879","Dahuk","Amedi","Amedi",43.2915,37.053,2982,497,0,1530,546,600,0,0,0,0,1879,38.1,-0.7,28.7,4.7,849,169,0,88,449,0,0,430,"35 to 40°C","-5 to 0°C","25 to 30°C","0 to 5°C"
"979","188","Thi-Qar","Nassriya","Um Al Dood",46.238101,31.091276,30,5,0,6,0,0,0,0,0,0,188,43.4,5.9,33.8,12.8,103,23,0,86,56,0,0,56,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"980","1880","Dahuk","Amedi","Kani Chnarke",43.32,37.06,900,150,0,0,0,0,0,0,0,0,1880,37.8,-1,28.5,4.5,864,172,0,87,455,0,0,434,"35 to 40°C","-5 to 0°C","25 to 30°C","0 to 5°C"
"981","1881","Dahuk","Amedi","Inishke",43.2144,37.0618,1050,175,0,0,330,330,0,0,0,0,1881,38.6,-0.2,29,5.2,826,162,0,88,437,0,0,419,"35 to 40°C","-5 to 0°C","25 to 30°C","5 to 10°C"
"982","1882","Dahuk","Amedi","Aradin",43.1905,37.0634,1440,240,0,390,300,0,0,0,0,0,1882,38.3,-0.4,28.8,5.1,819,159,0,87,430,0,0,414,"35 to 40°C","-5 to 0°C","25 to 30°C","5 to 10°C"
"983","1883","Dahuk","Zakho","Kundeky",42.402,37.0814,5700,950,0,2700,300,1080,0,600,0,0,1883,40.5,2.7,30.9,7.6,642,115,0,85,323,1,1,323,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"984","1884","Dahuk","Zakho","Barzan",42.4115,37.0835,5250,875,0,1680,600,1200,0,900,0,0,1884,40.4,2.5,30.8,7.4,653,116,0,85,327,1,1,327,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"985","1885","Dahuk","Amedi","Qadish Collective",43.38,37.09,330,55,0,0,0,0,0,0,0,0,1885,37,-1.7,27.8,3.7,885,176,0,87,459,0,0,435,"35 to 40°C","-5 to 0°C","25 to 30°C","0 to 5°C"
"986","1886","Dahuk","Zakho","Khrababka",42.4505,37.1015,3600,600,0,600,0,1800,0,900,0,0,1886,40.3,2.2,30.7,7.3,681,121,0,85,342,1,1,342,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"987","1887","Dahuk","Dahuk","Bazaar",43.083013,37.104649,4602,767,0,750,300,0,0,0,0,0,1887,38.8,0,29.2,5.4,807,152,0,86,421,0,0,408,"35 to 40°C","0 to 5°C","25 to 30°C","5 to 10°C"
"988","1888","Dahuk","Zakho","Abbasiya",42.7,37.13,48,8,0,0,0,0,0,0,0,0,1888,40.3,1.8,30.4,7.1,797,143,0,86,408,0,0,406,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"989","1889","Dahuk","Zakho","Kani Mase",43.2625,37.1345,3246,541,0,1128,330,900,0,336,0,0,1889,30,-7.2,22,-2.2,788,130,2,74,374,8,8,313,"30 to 35°C","-10 to -5°C","20 to 25°C","-5 to 0°C"
"990","189","Thi-Qar","Nassriya","Al Batha'",45.88,31.1,288,48,0,0,24,0,0,0,0,0,189,43.6,5.7,34,12.5,96,22,0,87,58,0,0,58,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"991","1890","Dahuk","Zakho","Sha'baniyah",42.68305556,37.14805556,54,9,0,0,0,0,0,0,0,0,1890,40.6,2.1,30.6,7.4,790,144,0,87,404,0,0,403,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"992","1891","Dahuk","Zakho","Tal Kabar",42.71,37.16,5100,850,0,2700,300,600,0,300,0,0,1891,40.3,1.8,30.4,7.1,799,143,0,86,408,0,0,406,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"993","1892","Dahuk","Zakho","FIRQA",42.7064,37.16008,0,0,0,0,0,0,0,0,0,0,1892,40.4,1.8,30.5,7.1,799,144,0,86,408,0,0,407,"40 to 45°C","0 to 5°C","30 to 35°C","5 to 10°C"
"994","19","Basrah","Al-Zubair","Al -Shemal Area",47.713,30.4043,78,13,0,0,0,0,0,0,0,6,19,43.5,6.5,34.4,13.3,142,33,0,95,82,0,0,78,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"995","190","Najaf","Najaf","Al Hureya",43.542008,31.101604,516,86,0,0,390,0,0,0,0,0,190,42.3,3.7,33.1,10.9,83,21,0,101,51,0,0,51,"40 to 45°C","0 to 5°C","30 to 35°C","10 to 15°C"
"996","191","Thi-Qar","Nassriya","Al-shofah",46.235419,31.122961,72,12,0,0,0,0,0,0,0,0,191,43.5,5.8,33.8,12.6,104,23,0,87,57,0,0,57,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"997","192","Thi-Qar","Nassriya","Al Asrriyah Village",46.235472,31.12304,24,4,0,0,0,0,0,0,0,0,192,43.5,5.8,33.8,12.6,104,23,0,87,57,0,0,57,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"998","193","Thi-Qar","Nassriya","Syied Dakhil",46.43002,31.13357,150,25,0,0,0,0,0,0,0,0,193,43.4,5.8,33.8,12.6,107,24,0,93,61,0,0,61,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"999","194","Basrah","Al-Qurna","Al Thagar",47.4332,31.1462,54,9,0,0,0,0,0,0,0,0,194,43,6,34.1,12.7,140,31,0,97,83,0,0,82,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"1000","195","Thi-Qar","Al-Shatra","Al Gharraf",46.25,31.3,150,25,0,0,0,0,0,0,0,0,195,43.5,5.7,33.8,12.6,112,26,0,89,66,0,0,66,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"1001","196","Thi-Qar","Nassriya","Al Dhubat",46.561111,31.315556,24,4,0,0,0,0,0,0,0,0,196,43.4,5.6,33.9,12.4,116,26,0,92,68,0,0,68,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"1002","197","Missan","Qal'at Saleh","Al Kasarah Village",47.453889,31.350556,6,1,0,0,0,0,0,0,0,0,197,43.3,5.8,34.3,12.5,154,34,0,97,90,0,0,90,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"1003","198","Thi-Qar","Al-Shatra","Al-hawi",46.179167,31.401667,474,79,0,0,60,0,0,0,0,0,198,43.6,5.5,33.9,12.4,118,27,0,97,72,0,0,72,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"1004","199","Thi-Qar","Al-Shatra","Al Mustashfa St",46.168449,31.402732,252,42,0,0,90,0,0,0,0,0,199,43.6,5.5,33.9,12.4,117,27,0,96,71,0,0,71,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"1005","2","Basrah","Al-Zubair","Umm Qasr",47.92,30.03,84,14,0,0,0,0,0,0,0,0,2,44.1,7.1,35.2,13.6,130,28,0,93,74,0,0,67,"40 to 45°C","5 to 10°C","35 to 40°C","10 to 15°C"
"1006","20","Basrah","Al-Zubair","Door Dhubat Al Saf",47.6792,30.4284,18,3,0,0,0,0,0,0,0,0,20,43.5,6.4,34.5,13.2,138,32,0,93,80,0,0,77,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"1007","200","Thi-Qar","Al-Shatra","Al Shomali",46.16,31.41,600,100,0,0,210,0,0,0,0,0,200,43.6,5.5,33.9,12.4,119,27,0,98,73,0,0,73,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
"1008","201","Thi-Qar","Al-Shatra","A'l 'awad",46.218889,31.443056,126,21,0,0,0,0,0,78,0,0,201,43.6,5.5,33.9,12.4,121,28,0,90,74,0,0,74,"40 to 45°C","5 to 10°C","30 to 35°C","10 to 15°C"
