"","Governorate","District","Place","Longitude","Latitude","PlaceID","base2","total","Master.Families","IDPs.in.Camps.or.transit.camps","School.Building","Mosques.Holly.Shrines","Abandoned.public.buildings.under.construction","Collective.centres","Informal.settlements","Military.Camps","Unknown.or.other","private.setting","communal.setting","communal.setting10","Hosted.or.Owned.Accomodation","Rented.Accomodation","Organised.site","Improvised.site","Squatted.schools","Open.air"
"242","Sulaymaniyah","Sulaymaniya","Pasha City",45.34345,35.57755,"24098","KRI",528,88,0,0,0,0,0,0,0,0,528,0,0,0,528,0,0,0,0
"243","Sulaymaniyah","Sulaymaniya","Shniar City",45.33061,35.57904,"24099","KRI",612,102,0,0,0,0,0,0,0,0,612,0,0,0,612,0,0,0,0
"244","Sulaymaniyah","Rania","Qula",44.88317,36.25868,"24100","KRI",138,23,0,0,0,0,0,0,0,0,138,0,0,0,138,0,0,0,0
"245","Sulaymaniyah","Rania","Nawroz",44.87839,36.26566,"24101","KRI",504,84,0,144,0,0,0,0,0,0,360,144,144,0,360,0,0,144,0
"246","Sulaymaniyah","Sulaymaniya","Barez City",45.34055,35.59222,"24102","KRI",1296,216,0,0,0,0,0,0,0,0,1296,0,0,0,1296,0,0,0,0
"247","Sulaymaniyah","Sulaymaniya","Alban",45.34939,35.55481,"24119","KRI",216,36,0,0,0,0,0,0,0,0,216,0,0,0,216,0,0,0,0
"248","Dahuk","Zakho","Barzan",42.4115,37.0835,"24130","KRI",5250,875,0,1680,600,1200,0,900,0,0,870,4380,4380,360,510,600,1200,1680,900
"249","Dahuk","Zakho","Kundeky",42.402,37.0814,"24132","KRI",5700,950,0,2700,300,1080,0,600,0,0,1020,4680,4680,570,450,300,1080,2700,600
"250","Erbil","Erbil","Terawa",44.0116,36.1961,"24159","KRI",840,140,0,0,0,0,0,0,0,0,840,0,0,0,840,0,0,0,0
"251","Dahuk","Dahuk","Khabat Kojar",42.975243,36.868557,"24184","KRI",1620,270,0,1110,0,0,0,0,0,0,510,1110,1110,150,360,0,0,1110,0
"252","Dahuk","Dahuk","Diyari",42.972413,36.867469,"24185","KRI",1980,330,0,1260,0,276,0,0,0,0,444,1536,1536,0,444,0,276,1260,0
"253","Dahuk","Dahuk","Zirka",42.967873,36.863678,"24186","KRI",1050,175,0,312,0,270,0,0,0,0,468,582,582,0,468,0,270,312,0
"254","Dahuk","Dahuk","Zozan",43.020061,36.845045,"24187","KRI",780,130,0,360,0,0,0,0,0,0,420,360,360,192,228,0,0,360,0
"255","Dahuk","Dahuk","Qassara",42.993019,36.865999,"24188","KRI",2400,400,0,1440,300,300,0,0,0,0,360,2040,2040,240,120,300,300,1440,0
"256","Dahuk","Sumel","Faida/Rezan",42.802017,36.864499,"24189","KRI",4080,680,0,690,960,600,660,0,0,0,1170,2910,2910,1050,120,1620,600,690,0
"257","Dahuk","Sumel","Faida/Gulan",42.811408,36.862567,"24190","KRI",4020,670,0,1320,900,420,180,0,0,0,1200,2820,2820,1032,168,1080,420,1320,0
"258","Erbil","Erbil","Al Qala'",44.00814,36.18914,"24195","KRI",780,130,0,0,0,0,0,0,0,0,780,0,0,0,780,0,0,0,0
"259","Sulaymaniyah","Dokan","Sara",45.14992,35.72672,"24213","KRI",1464,244,0,0,0,0,0,0,0,0,1464,0,0,0,1464,0,0,0,0
"260","Sulaymaniyah","Chamchamal","Anfalakan",44.80858,35.51787,"24214","KRI",2520,420,0,420,0,630,0,0,0,0,1470,1050,1050,0,1470,0,630,420,0
"261","Sulaymaniyah","Kalar","Salih Agha",45.33998,34.57406,"24215","KRI",2250,375,0,0,0,1848,0,0,0,0,402,1848,1848,0,402,0,1848,0,0
"262","Sulaymaniyah","Chamchamal","Jarmo City",44.83586,35.51763,"24216","KRI",2250,375,0,0,0,0,0,0,0,0,2250,0,0,0,2250,0,0,0,0
"263","Erbil","Erbil","Khazir Camp",43.60633,36.29232,"24224","KRI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","Dahuk","Sumel","Bandawaya",43.0213,36.4403,"24233","KRI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","Sulaymaniyah","Chamchamal","Qarahanjiriakan",44.84672,35.51521,"24250","KRI",888,148,0,0,0,0,0,0,0,0,888,0,0,0,888,0,0,0,0
"266","Sulaymaniyah","Darbandihkan","Kanito",45.68989,35.11308,"24251","KRI",834,139,0,0,0,0,0,0,0,0,834,0,0,0,834,0,0,0,0
"267","Sulaymaniyah","Darbandihkan","Kanisard",45.66495,35.11669,"24252","KRI",2502,417,0,6,0,0,0,0,0,0,2496,6,0,0,2496,0,0,6,0
"268","Sulaymaniyah","Darbandihkan","Campe khwarw",45.69688,35.09823,"24253","KRI",882,147,0,0,0,0,0,0,0,0,882,0,0,0,882,0,0,0,0
"269","Sulaymaniyah","Sulaymaniya","Kanakawa",45.26454,35.58952,"24254","KRI",810,135,0,0,0,0,0,0,0,0,810,0,0,0,810,0,0,0,0
"270","Sulaymaniyah","Sulaymaniya","Sarwary",45.41671,35.58342,"24255","KRI",1182,197,0,0,0,0,0,0,0,0,1182,0,0,0,1182,0,0,0,0
"271","Sulaymaniyah","Sulaymaniya","Rozhlat",45.45728,35.5489,"24256","KRI",1794,299,0,0,0,0,0,0,0,0,1794,0,0,0,1794,0,0,0,0
"272","Sulaymaniyah","Sulaymaniya","Malkanidy",45.4458,35.55887,"24257","KRI",642,107,0,0,0,0,0,0,0,0,642,0,0,0,642,0,0,0,0
"273","Sulaymaniyah","Sulaymaniya","Sardam City",45.47629,35.54566,"24258","KRI",792,132,0,0,0,0,0,0,0,0,792,0,0,0,792,0,0,0,0
"274","Sulaymaniyah","Sulaymaniya","Roz city",45.42645,35.58707,"24259","KRI",2388,398,0,0,0,0,0,0,0,0,2388,0,0,0,2388,0,0,0,0
"275","Sulaymaniyah","Sulaymaniya","Kurd city",45.41711,35.54057,"24260","KRI",2196,366,0,0,0,0,0,0,0,0,2196,0,0,0,2196,0,0,0,0
"276","Erbil","Erbil","Zingal",44.033895,36.063192,"24282","KRI",120,20,0,0,0,0,0,0,0,0,120,0,0,120,0,0,0,0,0
"277","Erbil","Erbil","Basheryan",43.99,36.02344,"24283","KRI",420,70,0,0,0,0,0,0,0,0,420,0,0,420,0,0,0,0,0
"278","Erbil","Erbil","Tulaband",44.19863,36.04468,"24284","KRI",240,40,0,0,0,0,0,0,0,0,240,0,0,240,0,0,0,0,0
"279","Dahuk","Dahuk","Dabin 2",43.048212,36.851021,"24302","KRI",1500,250,0,0,0,0,0,0,0,0,1500,0,0,0,1500,0,0,0,0
"280","Erbil","Erbil","Zaiton Collective",44.0709,36.1417,"24308","KRI",5700,950,0,0,0,0,0,0,0,0,5700,0,0,0,5700,0,0,0,0
"281","Erbil","Erbil","Harhsam 2",44.02919,36.30197,"24417","KRI",3162,527,0,0,0,0,0,0,0,0,3162,0,0,0,3162,0,0,0,0
"282","Erbil","Erbil","Harhsam 3",44.03074,36.29829,"24418","KRI",2976,496,0,0,0,0,0,0,0,0,2976,0,0,0,2976,0,0,0,0
"283","Erbil","Erbil","Ginjan",44.03968,36.29588,"24419","KRI",900,150,0,0,0,0,0,0,0,0,900,0,0,0,900,0,0,0,0
"284","Erbil","Erbil","Zeren",44.0381,36.2791,"24421","KRI",1740,290,0,0,0,0,0,0,0,0,1740,0,0,0,1740,0,0,0,0
"285","Dahuk","Zakho","Kani Mase",43.2625,37.1345,"24442","KRI",3246,541,0,1128,330,900,0,336,0,0,552,2694,2694,552,0,330,900,1128,336
"286","Erbil","Koisnjaq","Armota",44.6073,36.0664,"24484","KRI",180,30,0,0,180,0,0,0,0,0,0,180,180,0,0,180,0,0,0
"287","Sulaymaniyah","Pshdar","Khanaqa - Qaladiza",45.12025,36.18399,"24492","KRI",270,45,0,0,0,0,0,0,0,0,270,0,0,0,270,0,0,0,0
"288","Erbil","Erbil","Nisthtiman Comercial Complex",44.0114,36.1874,"24507","KRI",1680,280,0,0,0,1680,0,0,0,0,0,1680,1680,0,0,0,1680,0,0
"289","Sulaymaniyah","Dokan","Farmanbaran",44.96308,35.92737,"24553","KRI",102,17,0,102,0,0,0,0,0,0,0,102,102,0,0,0,0,102,0
"290","Sulaymaniyah","Dokan","Tokma",45.13772,35.72335,"24554","KRI",102,17,0,102,0,0,0,0,0,0,0,102,102,0,0,0,0,102,0
"291","Sulaymaniyah","Chamchamal","Peshasazy",44.84276,35.53749,"24555","KRI",150,25,0,72,0,0,0,0,0,0,78,72,72,0,78,0,0,72,0
"292","Erbil","Soran","Diana",44.537,36.654,"24577","KRI",1080,180,120,60,900,0,0,0,0,0,0,1080,1020,0,0,900,120,60,0
"293","Dahuk","Sumel","Tanahi",42.922546,36.808474,"24596","KRI",4470,745,0,2700,0,600,0,630,0,0,540,3930,3930,180,360,0,600,2700,630
"294","Erbil","Koisnjaq","Bazar koya",44.6297,36.0859,"24597","KRI",990,165,0,0,150,240,0,0,0,0,600,390,390,0,600,150,240,0,0
"295","Erbil","Koisnjaq","Azady",44.6294,36.0751,"24598","KRI",1668,278,0,0,0,0,0,0,0,0,1668,0,0,0,1668,0,0,0,0
"296","Erbil","Koisnjaq","Jamiyah",44.6249,36.0822,"24599","KRI",1260,210,0,0,1260,0,0,0,0,0,0,1260,1260,0,0,1260,0,0,0
"297","Erbil","Erbil","Al Bohoth Al zira'yah camp",43.9953,36.2564,"24606","KRI",960,160,960,0,0,0,0,0,0,0,0,960,960,0,0,0,960,0,0
"298","Erbil","Erbil","Nobel",43.9992,36.2623,"24607","KRI",750,125,0,0,0,0,0,0,0,0,750,0,0,0,750,0,0,0,0
"299","Erbil","Erbil","Harhsam 1",43.9945,36.2951,"24608","KRI",936,156,0,0,0,0,0,0,0,0,936,0,0,0,936,0,0,0,0
"300","Erbil","Erbil","Peshwa",44.1378,36.2037,"24609","KRI",960,160,0,0,0,0,0,0,0,0,960,0,0,0,960,0,0,0,0
"301","Dahuk","Dahuk","Hetit",43.4347,37.0212,"24628","KRI",984,164,0,384,0,600,0,0,0,0,0,984,984,0,0,0,600,384,0
"302","Erbil","Erbil","Floria city complex",44.1118,36.1999,"24629","KRI",960,160,0,0,0,960,0,0,0,0,0,960,960,0,0,0,960,0,0
"303","Sulaymaniyah","Chamchamal","Khak",45,35.1,"24638","KRI",354,59,0,0,0,282,0,0,0,0,72,282,282,0,72,0,282,0,0
"304","Sulaymaniyah","Halabja","Khormal - Dalani",46.03367,35.30253,"24639","KRI",222,37,0,0,0,0,0,0,0,0,222,0,0,0,222,0,0,0,0
"305","Anbar","Heet","Kubaisa Al-qadimah",42.61,33.59,"5","Rest of Iraq",510,85,0,0,0,144,0,0,0,0,366,144,144,342,24,0,144,0,0
"306","Anbar","Heet","`Aqabah",42.91,33.53,"11","Rest of Iraq",834,139,0,0,0,78,0,168,0,0,588,246,246,558,30,0,78,0,168
"307","Anbar","Al-Rutba","Ar Rahhaliya",43.38,32.76,"14","Rest of Iraq",5160,860,0,0,0,0,0,0,0,0,5160,0,0,5160,0,0,0,0,0
"308","Anbar","Heet","Jubbah",42.55,33.91,"41","Rest of Iraq",486,81,0,0,0,72,0,0,0,0,414,72,72,384,30,0,72,0,0
"309","Anbar","Falluja","Luhib",43.97,33.39,"47","Rest of Iraq",2016,336,0,132,0,246,0,0,0,0,1638,378,378,1422,216,0,246,132,0
"310","Anbar","Heet","Maskhan",42.77,33.68,"53","Rest of Iraq",402,67,0,0,0,42,0,0,0,0,360,42,0,360,0,0,42,0,0
"311","Anbar","Al-Ka'im","Sa`dah",41.1,34.36,"66","Rest of Iraq",714,119,0,0,0,132,0,0,0,0,582,132,132,270,312,0,132,0,0
"312","Anbar","Heet","Samalah",42.6,33.86,"70","Rest of Iraq",162,27,0,0,0,30,0,0,0,0,132,30,0,132,0,0,30,0,0
"313","Anbar","Heet","Sawar",42.56,33.98,"73","Rest of Iraq",210,35,0,0,0,42,0,0,0,0,168,42,0,168,0,0,42,0,0
"314","Anbar","Haditha","Hay Al-Subhani",42.38,34.12,"79","Rest of Iraq",1134,189,0,96,0,78,0,0,0,0,960,174,174,642,318,0,78,96,0
"315","Anbar","Heet","Zuwayyah",42.93,33.53,"88","Rest of Iraq",324,54,0,0,0,0,0,0,0,0,324,0,0,324,0,0,0,0,0
"316","Anbar","Al-Ka'im","Al `Ubaydi",41.18,34.41,"90","Rest of Iraq",924,154,0,0,0,0,72,0,0,0,852,72,72,426,426,72,0,0,0
"317","Anbar","Heet","Abu Tibban",43.01,33.51,"100","Rest of Iraq",450,75,0,102,0,0,0,0,0,216,132,102,102,132,0,0,0,102,0
"318","Anbar","Al-Ka'im","Al-Amen",41.006205,34.389693,"106","Rest of Iraq",570,95,0,0,0,96,0,0,0,0,474,96,96,168,306,0,96,0,0
"319","Anbar","Falluja","Al `Amiriyah",43.85,33.16,"107","Rest of Iraq",4074,679,0,138,60,600,0,0,0,0,3276,798,738,2976,300,60,600,138,0
"320","Anbar","Ana","Yarmouk",41.988392,34.370033,"109","Rest of Iraq",1230,205,0,42,0,0,12,0,0,0,1176,54,0,474,702,12,0,42,0
"321","Anbar","Ramadi","Housiyba Al-sharqiyah",43.445444,33.409585,"113","Rest of Iraq",2130,355,0,396,0,660,0,0,0,0,1074,1056,1056,1026,48,0,660,396,0
"322","Anbar","Ramadi","Al Sofeya",43.31,33.41,"115","Rest of Iraq",900,150,0,390,0,30,0,0,0,0,480,420,390,450,30,0,30,390,0
"323","Anbar","Heet","Al-muabdiyat",42.847127,33.646034,"135","Rest of Iraq",1122,187,0,0,0,282,0,0,0,0,840,282,282,780,60,0,282,0,0
"324","Anbar","Heet","Al-shuhdaْa",42.901694,33.550541,"136","Rest of Iraq",1392,232,0,0,0,138,0,0,0,0,1254,138,138,1242,12,0,138,0,0
"325","Anbar","Heet","Saweeb",42.91215,33.589594,"137","Rest of Iraq",1014,169,0,0,0,228,0,0,0,0,786,228,228,714,72,0,228,0,0
"326","Anbar","Heet","Tal aswad",42.984524,33.546389,"138","Rest of Iraq",1560,260,0,78,0,354,0,0,0,0,1128,432,432,954,174,0,354,78,0
"327","Anbar","Falluja","Al-shahabi-2",43.913023,33.402463,"142","Rest of Iraq",1350,225,0,192,0,174,0,0,0,0,984,366,366,822,162,0,174,192,0
"328","Anbar","Falluja","Al-shahabi-1",43.913023,33.402463,"143","Rest of Iraq",858,143,0,120,0,162,0,0,0,0,576,282,282,516,60,0,162,120,0
"329","Anbar","Falluja","subihat",43.913023,33.402463,"146","Rest of Iraq",720,120,0,150,0,90,0,60,0,0,420,300,240,420,0,0,90,150,60
"330","Anbar","Al-Rutba","Al Haara",40.29329,33.038459,"150","Rest of Iraq",1986,331,0,0,72,36,0,78,0,0,1800,186,72,708,1092,72,36,0,78
"331","Anbar","Heet","Al Muhamdee",42.901694,33.550541,"152","Rest of Iraq",4698,783,0,102,0,702,0,216,0,0,3678,1020,1020,3444,234,0,702,102,216
"332","Anbar","Al-Ka'im","Wazeeriya",40.989318,34.391873,"156","Rest of Iraq",360,60,0,0,0,0,0,0,0,0,360,0,0,162,198,0,0,0,0
"333","Anbar","Heet","Al Baker",42.827943,33.651228,"163","Rest of Iraq",5658,943,0,0,0,540,0,0,0,0,5118,540,540,4650,468,0,540,0,0
"334","Anbar","Al-Ka'im","Al `Ubaydi-3",41.234951,34.433919,"164","Rest of Iraq",984,164,0,180,0,0,138,0,0,0,666,318,318,246,420,138,0,180,0
"335","Anbar","Al-Rutba","Al Askaree",40.277075,33.038952,"165","Rest of Iraq",1560,260,0,0,0,66,0,150,0,0,1344,216,216,720,624,0,66,0,150
"336","Anbar","Al-Rutba","Hay Al Meethagh",40.282946,33.039801,"166","Rest of Iraq",2700,450,0,0,240,270,42,372,0,0,1776,924,882,864,912,282,270,0,372
"337","Anbar","Al-Rutba","Antesar",40.27598,33.041954,"167","Rest of Iraq",3462,577,0,168,18,36,30,750,0,0,2460,1002,888,1422,1038,48,36,168,750
"338","Anbar","Falluja","Neeamiya",43.791429,33.320545,"179","Rest of Iraq",2760,460,0,330,30,90,0,0,0,0,2310,450,420,2094,216,30,90,330,0
"339","Anbar","Ramadi","Warar",43.2772,33.4298,"184","Rest of Iraq",1200,200,0,270,0,120,0,0,0,0,810,390,390,750,60,0,120,270,0
"340","Anbar","Al-Rutba","Germany Company Location",40.341484,33.042615,"189","Rest of Iraq",456,76,0,0,0,0,0,456,0,0,0,456,456,0,0,0,0,0,456
"341","Anbar","Heet","Mualmeen",42.8137,33.6423,"191","Rest of Iraq",2802,467,0,228,0,492,0,0,0,0,2082,720,720,1950,132,0,492,228,0
"342","Anbar","Heet","The first jamaiya",42.8405,33.6328,"194","Rest of Iraq",4362,727,0,90,0,486,0,0,0,0,3786,576,576,3540,246,0,486,90,0
"343","Anbar","Ra'ua","Al Askaree",41.988392,34.370033,"200","Rest of Iraq",1374,229,0,36,30,36,0,120,0,0,1152,222,120,636,516,30,36,36,120
"344","Anbar","Ramadi","Al-Shuhada'a",43.535445,33.375475,"206","Rest of Iraq",3720,620,0,870,0,1296,0,0,0,0,1554,2166,2166,1272,282,0,1296,870,0
"345","Anbar","Heet","Hay Al-Etfa'a",42.830697,33.632506,"218","Rest of Iraq",3768,628,0,0,0,228,0,0,0,0,3540,228,228,3192,348,0,228,0,0
"346","Anbar","Heet","Hay Al-Jabal",42.817702,33.63652,"219","Rest of Iraq",3948,658,0,0,0,312,0,0,0,0,3636,312,312,3222,414,0,312,0,0
"347","Anbar","Heet","Hay Al-Askari",43.02055556,33.98555556,"221","Rest of Iraq",2268,378,0,228,30,312,0,0,0,0,1698,570,540,1500,198,30,312,228,0
"348","Anbar","Heet","Hay Al-Khudhir",43.01111111,33.9875,"224","Rest of Iraq",1140,190,0,402,18,204,0,0,0,0,516,624,606,462,54,18,204,402,0
"349","Anbar","Heet","Hay Al-Zuhoor",42.47861111,33.68638889,"226","Rest of Iraq",1032,172,0,0,0,132,0,0,0,0,900,132,132,840,60,0,132,0,0
"350","Anbar","Heet","Hay al Jury",42.823,33.638446,"228","Rest of Iraq",936,156,0,0,0,0,0,0,0,0,936,0,0,936,0,0,0,0,0
"351","Anbar","Al-Rutba","Al Wadi",40.284369,33.036414,"231","Rest of Iraq",1590,265,0,48,0,66,84,126,0,0,1266,324,276,612,654,84,66,48,126
"352","Anbar","Al-Rutba","Hay Al-Matar",40.285538,33.038566,"233","Rest of Iraq",2484,414,0,138,18,306,0,102,0,0,1920,564,546,888,1032,18,306,138,102
"353","Anbar","Haditha","Hay Al Saray",42.380523,34.129372,"236","Rest of Iraq",1782,297,0,0,0,126,0,174,0,0,1482,300,300,672,810,0,126,0,174
"354","Anbar","Haditha","Hay Al Askary",42.373987,34.129339,"237","Rest of Iraq",1320,220,0,0,12,0,0,60,0,0,1248,72,0,576,672,12,0,0,60
"355","Anbar","Haditha","Al hawija",42.386263,34.131768,"238","Rest of Iraq",510,85,0,0,24,144,0,0,0,0,342,168,144,156,186,24,144,0,0
"356","Anbar","Haditha","Hay Al Rifa'y",42.379,34.140894,"239","Rest of Iraq",1740,290,0,0,18,180,0,0,0,0,1542,198,180,846,696,18,180,0,0
"357","Anbar","Haditha","Hay Al Shurta",42.377297,34.135975,"241","Rest of Iraq",1086,181,0,0,0,0,0,0,0,0,1086,0,0,456,630,0,0,0,0
